User_12run_0truth,0
User_12run_1lie,1
User_12run_2truth,0
User_12run_3truth,0
User_12run_4lie,1
User_12run_5truth,0
User_12run_6lie,1
User_12run_7lie,1
User_12run_8lie,1
User_12run_9truth,0
User_13run_0truth,0
User_13run_1truth,0
User_13run_2truth,0
User_13run_3lie,1
User_13run_4truth,0
User_13run_5lie,1
User_13run_6lie,1
User_13run_7lie,1
User_13run_8truth,0
User_13run_9lie,1
User_14run_0truth,0
User_14run_1lie,1
User_14run_2lie,1
User_14run_3truth,0
User_14run_4truth,0
User_14run_5lie,1
User_14run_6truth,0
User_14run_7lie,1
User_14run_8truth,0
User_14run_9truth,0
User_15run_0truth,0
User_15run_1truth,0
User_15run_2lie,1
User_15run_3lie,1
User_15run_4truth,0
User_15run_5truth,0
User_15run_6lie,1
User_15run_7lie,1
User_15run_8lie,1
User_15run_9lie,1
User_16run_0truth,0
User_16run_1lie,1
User_16run_2truth,0
User_16run_3lie,1
User_16run_4lie,1
User_16run_5truth,0
User_16run_6lie,1
User_16run_7lie,1
User_16run_8truth,0
User_16run_9truth,0
User_17run_0lie,1
User_17run_1truth,0
User_17run_2lie,1
User_17run_3lie,1
User_17run_4truth,0
User_17run_5truth,0
User_17run_6lie,1
User_17run_7truth,0
User_17run_8lie,1
User_17run_9truth,0
User_18run_0truth,0
User_18run_1lie,1
User_18run_2lie,1
User_18run_3truth,0
User_18run_4lie,1
User_18run_5truth,0
User_18run_6lie,1
User_18run_7truth,0
User_18run_8truth,0
User_18run_9truth,0
User_19run_0truth,0
User_19run_1lie,1
User_19run_2truth,0
User_19run_3lie,1
User_19run_4lie,1
User_19run_5truth,0
User_19run_6lie,1
User_19run_7truth,0
User_19run_8truth,0
User_19run_9lie,1
User_20run_0truth,0
User_20run_1lie,1
User_20run_2truth,0
User_20run_3lie,1
User_20run_4truth,0
User_20run_5truth,0
User_20run_6truth,0
User_20run_7truth,0
User_20run_8truth,0
User_20run_9lie,1
User_21run_0lie,1
User_21run_1lie,1
User_21run_2lie,1
User_21run_3truth,0
User_21run_4truth,0
User_21run_5truth,0
User_21run_6truth,0
User_21run_7truth,0
User_21run_8truth,0
User_21run_9lie,1
User_22run_0lie,1
User_22run_1truth,0
User_22run_2truth,0
User_22run_3lie,1
User_22run_4truth,0
User_22run_5lie,1
User_22run_6truth,0
User_22run_7lie,1
User_22run_8truth,0
User_22run_9lie,1
User_23run_0lie,1
User_23run_1lie,1
User_23run_2lie,1
User_23run_3truth,0
User_23run_4truth,0
User_23run_5truth,0
User_23run_6lie,1
User_23run_7lie,1
User_23run_8truth,0
User_23run_9truth,0
User_24run_0lie,1
User_24run_1lie,1
User_24run_2lie,1
User_24run_3lie,1
User_24run_4truth,0
User_24run_5truth,0
User_24run_6lie,1
User_24run_7lie,1
User_24run_8truth,0
User_24run_9lie,1
User_25run_0truth,0
User_25run_1lie,1
User_25run_2truth,0
User_25run_3lie,1
User_25run_4truth,0
User_25run_5truth,0
User_25run_6lie,1
User_25run_7truth,0
User_25run_8truth,0
User_25run_9truth,0
User_26run_0lie,1
User_26run_1truth,0
User_26run_2lie,1
User_26run_3truth,0
User_26run_4lie,1
User_26run_5truth,0
User_26run_6lie,1
User_26run_7truth,0
User_26run_8truth,0
User_26run_9lie,1
User_27run_0lie,1
User_27run_1lie,1
User_27run_2truth,0
User_27run_3truth,0
User_27run_4truth,0
User_27run_5lie,1
User_27run_6truth,0
User_27run_7truth,0
User_27run_8lie,1
User_27run_9truth,0
User_28run_0truth,0
User_28run_1lie,1
User_28run_2lie,1
User_28run_3truth,0
User_28run_4lie,1
User_28run_5truth,0
User_28run_6truth,0
User_28run_7truth,0
User_28run_8truth,0
User_28run_9truth,0
User_29run_0truth,0
User_29run_1truth,0
User_29run_2lie,1
User_29run_3truth,0
User_29run_4lie,1
User_29run_5truth,0
User_29run_6lie,1
User_29run_7truth,0
User_29run_8lie,1
User_29run_9truth,0
User_30run_0truth,0
User_30run_1truth,0
User_30run_2lie,1
User_30run_3lie,1
User_30run_4truth,0
User_30run_5truth,0
User_30run_6lie,1
User_30run_7lie,1
User_30run_8truth,0
User_30run_9lie,1
User_31run_0lie,1
User_31run_1truth,0
User_31run_2lie,1
User_31run_3truth,0
User_31run_4lie,1
User_31run_5truth,0
User_31run_6truth,0
User_31run_7lie,1
User_31run_8lie,1
User_32run_0lie,1
User_32run_1lie,1
User_32run_2lie,1
User_32run_3lie,1
User_32run_4lie,1
User_32run_5lie,1
User_32run_6lie,1
User_32run_7lie,1
User_33run_0truth,0
User_33run_1lie,1
User_33run_2lie,1
User_33run_3lie,1
User_33run_4lie,1
User_33run_5lie,1
User_33run_6lie,1
User_34run_0lie,1
User_34run_1lie,1
User_34run_2lie,1
User_34run_3lie,1
User_34run_4truth,0
User_34run_5lie,1
User_34run_6lie,1
User_34run_7lie,1
User_34run_8lie,1
User_34run_9lie,1
